City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Bangalore,2023-12-14,447,14.0,225.4,38.6,30.8,0.5,104.6
Bangalore,2023-12-15,318,21.3,169.3,56.2,35.3,2.5,28.3
Bangalore,2023-12-16,131,34.0,66.4,65.3,31.7,2.1,92.6
Bangalore,2023-12-17,127,139.8,287.4,45.3,11.7,0.3,116.6
Bangalore,2023-12-18,255,81.2,272.3,97.3,44.9,1.3,25.0
Bangalore,2023-12-19,203,10.1,90.4,57.8,17.0,2.3,77.4
Bangalore,2023-12-20,84,24.2,134.9,18.7,41.5,2.0,98.8
Bangalore,2023-12-21,174,103.9,64.6,44.8,30.4,0.8,48.5
Bangalore,2023-12-22,165,241.2,97.3,89.8,7.9,1.9,113.9
Bangalore,2023-12-23,127,59.4,59.9,31.2,17.7,1.7,67.3
Bangalore,2023-12-24,318,34.6,196.0,49.8,33.7,0.9,23.7
Bangalore,2023-12-25,430,156.4,63.0,88.6,38.2,1.9,106.3
Bangalore,2023-12-26,70,101.6,269.5,15.7,24.4,1.5,106.4
Bangalore,2023-12-27,404,217.7,156.4,32.7,27.1,0.4,90.5
Bangalore,2023-12-28,356,217.6,87.6,85.7,25.7,1.8,57.6
Bangalore,2023-12-29,79,163.1,262.2,31.6,36.8,0.8,37.7
Bangalore,2023-12-30,310,88.9,206.8,28.9,19.1,0.2,88.4
Bangalore,2023-12-31,298,68.3,158.6,61.2,34.0,0.4,95.9
